path,name,modified_at,version_count,size,id
2023-ny-ofo/20230709-0169/Images/NY-505-80-NS-RTK/100_0005_0226.JPG,100_0005_0226.JPG,2025-04-17 23:48:05,2,8451437,1259134439625
2023-ny-ofo/20230709-0169/Images/NY-505-80-NS-RTK/100_0005_0234.JPG,100_0005_0234.JPG,2025-04-17 23:48:11,2,8656284,1259146536246
2023-ny-ofo/20230709-0170/Images/NY-505-120-RTK/100_0003_0069.JPG,100_0003_0069.JPG,2025-04-18 0:02:58,2,8792014,1259141116218
2023-ny-ofo/20230709-0170/Images/NY-505-120-RTK/100_0003_0080.JPG,100_0003_0080.JPG,2025-04-18 0:02:59,2,8391583,1259151036458
2023-ny-ofo/20230709-0170/Images/NY-505-120-RTK/100_0003_0374.JPG,100_0003_0374.JPG,2025-04-18 0:03:02,2,8377666,1259182458840
2023-ny-ofo/20230709-0171/Images/NY-504-120-RTK/100_0019_0207.JPG,100_0019_0207.JPG,2025-04-18 0:06:54,2,8651012,1259143512671
2023-ny-ofo/20230709-0171/Images/NY-504-120-RTK/100_0020_0276.JPG,100_0020_0276.JPG,2025-04-18 0:06:54,2,8534707,1259207090656
2023-ny-ofo/20230709-0173/Images/NY-504-80-EW-RTK/100_0018_0128.JPG,100_0018_0128.JPG,2025-04-18 0:15:37,2,8242257,1259058218905
2023-ny-ofo/20230709-0173/Images/NY-504-80-EW-RTK/100_0018_0193.JPG,100_0018_0193.JPG,2025-04-18 0:15:37,2,8369181,1259062340225
2023-ny-ofo/20230709-0175/Images/NY-504-80-NS-RTK/100_0008_0089.JPG,100_0008_0089.JPG,2025-04-18 0:26:04,2,8439881,1259097492126
2023-ny-ofo/20230709-0175/Images/NY-504-80-NS-RTK/100_0008_0185.JPG,100_0008_0185.JPG,2025-04-18 0:26:05,2,8564116,1259096737473
2023-ny-ofo/20230709-0199/Images/NY-512-120-RTK/DJI_20230709111730_0300_D.JPG,DJI_20230709111730_0300_D.JPG,2025-04-18 0:38:27,2,9412608,1259301850762
2023-ny-ofo/20230709-0199/Images/NY-512-120-RTK/DJI_20230709111833_0375_D.JPG,DJI_20230709111833_0375_D.JPG,2025-04-18 0:38:27,2,8798208,1259310266459
2023-ny-ofo/20230709-0199/Images/NY-512-120-RTK/DJI_20230709112349_0746_D.JPG,DJI_20230709112349_0746_D.JPG,2025-04-18 0:38:28,2,8761344,1259375449225
2023-ny-ofo/20230709-0199/Images/NY-512-120-RTK/DJI_20230709113038_0063_D.JPG,DJI_20230709113038_0063_D.JPG,2025-04-18 0:38:30,2,9056256,1259387767740
2023-ny-ofo/20230709-0201/Images/NY-511-120-RTK/DJI_20230709133630_0314_D.JPG,DJI_20230709133630_0314_D.JPG,2025-04-18 1:01:04,2,8261632,1259266767797
2023-ny-ofo/20230709-0201/Images/NY-511-120-RTK/DJI_20230709133733_0388_D.JPG,DJI_20230709133733_0388_D.JPG,2025-04-18 1:01:04,2,8216576,1259284287549
2023-ny-ofo/20230709-0201/Images/NY-511-120-RTK/DJI_20230709134202_0704_D.JPG,DJI_20230709134202_0704_D.JPG,2025-04-18 1:01:04,2,8437760,1259317259765
2023-ny-ofo/20230709-0201/Images/NY-511-120-RTK/DJI_20230709134326_0803_D.JPG,DJI_20230709134326_0803_D.JPG,2025-04-18 1:01:05,2,8065024,1259343904222
2023-ny-ofo/20230709-0202/Images/NY-512-70-SO-RTK/DJI_20230709104457_0702_D.JPG,DJI_20230709104457_0702_D.JPG,2025-04-18 1:23:37,2,9244672,1259367342169
2023-ny-ofo/20230709-0202/Images/NY-512-70-SO-RTK/DJI_20230709104522_0750_D.JPG,DJI_20230709104522_0750_D.JPG,2025-04-18 1:23:37,2,9125888,1259394906023
2023-ny-ofo/20230709-0202/Images/NY-512-70-SO-RTK/DJI_20230709110534_0056_D.JPG,DJI_20230709110534_0056_D.JPG,2025-04-18 1:23:38,2,8269824,1259538949666
2023-ny-ofo/20230709-0202/Images/NY-512-70-SO-RTK/DJI_20230709110553_0085_D.JPG,DJI_20230709110553_0085_D.JPG,2025-04-18 1:23:38,2,9613312,1259533312884
2023-ny-ofo/20230709-0204/Images/NY-511-80-SO-RTK/DJI_20230709115200_0702_D.JPG,DJI_20230709115200_0702_D.JPG,2025-04-18 1:37:44,2,10018816,1259349911918
2023-ny-ofo/20230709-0204/Images/NY-511-80-SO-RTK/DJI_20230709120952_0781_D.JPG,DJI_20230709120952_0781_D.JPG,2025-04-18 1:37:40,2,9650176,1259504369599
2023-ny-ofo/20230709-0204/Images/NY-511-80-SO-RTK/DJI_20230709121011_0809_D.JPG,DJI_20230709121011_0809_D.JPG,2025-04-18 1:37:40,2,9318400,1259512314225
2023-ny-ofo/20230710-0174/Images/NY-507-80-NS-RTK/100_0022_0290.JPG,100_0022_0290.JPG,2025-04-18 1:48:05,2,8514338,1259198559208
2023-ny-ofo/20230710-0176/Images/NY-536-120-RTK/100_0031_0285.JPG,100_0031_0285.JPG,2025-04-18 1:57:30,2,8457725,1259891725457
2023-ny-ofo/20230710-0176/Images/NY-536-120-RTK/100_0031_0297.JPG,100_0031_0297.JPG,2025-04-18 1:57:29,2,8355247,1259895933932
2023-ny-ofo/20230710-0176/Images/NY-536-120-RTK/100_0032_0200.JPG,100_0032_0200.JPG,2025-04-18 1:57:30,2,8785592,1259918052835
2023-ny-ofo/20230710-0177/Images/NY-507-120-RTK/100_0026_0186.JPG,100_0026_0186.JPG,2025-04-18 2:01:52,2,8442821,1259127136480
2023-ny-ofo/20230710-0177/Images/NY-507-120-RTK/100_0027_0181.JPG,100_0027_0181.JPG,2025-04-18 2:01:52,2,8560526,1259165169212
2023-ny-ofo/20230710-0177/Images/NY-507-120-RTK/100_0027_0190.JPG,100_0027_0190.JPG,2025-04-18 2:01:54,2,8445669,1259156108553
2023-ny-ofo/20230710-0177/Images/NY-507-120-RTK/100_0028_0076.JPG,100_0028_0076.JPG,2025-04-18 2:01:53,2,8828649,1259206684200
2023-ny-ofo/20230710-0179/Images/NY-507-80-EW-RTK/100_0024_0162.JPG,100_0024_0162.JPG,2025-04-18 2:10:50,2,8223706,1259178885774
2023-ny-ofo/20230710-0179/Images/NY-507-80-EW-RTK/100_0024_0245.JPG,100_0024_0245.JPG,2025-04-18 2:10:51,2,8492604,1259200549728
2023-ny-ofo/20230710-0181/Images/NY-536-80-NS-RTK/100_0029_0101.JPG,100_0029_0101.JPG,2025-04-18 2:24:24,2,8410317,1259907353624
2023-ny-ofo/20230710-0181/Images/NY-536-80-NS-RTK/100_0029_0229.JPG,100_0029_0229.JPG,2025-04-18 2:24:24,2,8621358,1259922575492
2023-ny-ofo/20230710-0181/Images/NY-536-80-NS-RTK/100_0029_0237.JPG,100_0029_0237.JPG,2025-04-18 2:24:22,2,8395380,1259921633071
2023-ny-ofo/20230710-0203/Images/NY-515-80-SO-RTK/DJI_20230710100612_0927_D.JPG,DJI_20230710100612_0927_D.JPG,2025-04-18 2:28:29,2,8110080,1259579631416
2023-ny-ofo/20230710-0203/Images/NY-515-80-SO-RTK/DJI_20230710101440_0549_D.JPG,DJI_20230710101440_0549_D.JPG,2025-04-18 2:28:29,2,7303168,1259698539557
2023-ny-ofo/20230710-0203/Images/NY-515-80-SO-RTK/DJI_20230710101453_0568_D.JPG,DJI_20230710101453_0568_D.JPG,2025-04-18 2:28:29,2,9633792,1259708886897
2023-ny-ofo/20230710-0203/Images/NY-515-80-SO-RTK/DJI_20230710102401_0028_D.JPG,DJI_20230710102401_0028_D.JPG,2025-04-18 2:28:29,2,7512064,1259762720895
2023-ny-ofo/20230710-0205/Images/NY-514-120-RTK/DJI_20230710110920_0246_D.JPG,DJI_20230710110920_0246_D.JPG,2025-04-18 2:39:34,2,7593984,1259352619014
2023-ny-ofo/20230710-0205/Images/NY-514-120-RTK/DJI_20230710111538_0065_D.JPG,DJI_20230710111538_0065_D.JPG,2025-04-18 2:39:33,2,7004160,1259383938831
2023-ny-ofo/20230710-0205/Images/NY-514-120-RTK/DJI_20230710111756_0227_D.JPG,DJI_20230710111756_0227_D.JPG,2025-04-18 2:39:34,2,7868416,1259416254278
2023-ny-ofo/20230710-0205/Images/NY-514-120-RTK/DJI_20230710112032_0410_D.JPG,DJI_20230710112032_0410_D.JPG,2025-04-18 2:39:34,2,7098368,1259449313078
2023-ny-ofo/20230710-0206/Images/NY-515-120-RTK/DJI_20230709140022_0203_D.JPG,DJI_20230709140022_0203_D.JPG,2025-04-18 2:43:02,2,8032256,1259446780919
2023-ny-ofo/20230710-0206/Images/NY-515-120-RTK/DJI_20230709140033_0213_D.JPG,DJI_20230709140033_0213_D.JPG,2025-04-18 2:43:05,2,7966720,1259448565750
2023-ny-ofo/20230710-0206/Images/NY-515-120-RTK/DJI_20230709140500_0442_D.JPG,DJI_20230709140500_0442_D.JPG,2025-04-18 2:43:02,2,7671808,1259470621832
2023-ny-ofo/20230710-0207/Images/NY-516-120-RTK/DJI_20230710121458_0250_D.JPG,DJI_20230710121458_0250_D.JPG,2025-04-18 2:45:11,2,7467008,1259521903492
2023-ny-ofo/20230710-0207/Images/NY-516-120-RTK/DJI_20230710121712_0408_D.JPG,DJI_20230710121712_0408_D.JPG,2025-04-18 2:45:11,2,8368128,1259548140887
2023-ny-ofo/20230710-0207/Images/NY-516-120-RTK/DJI_20230710122022_0631_D.JPG,DJI_20230710122022_0631_D.JPG,2025-04-18 2:45:13,2,7270400,1259583467194
2023-ny-ofo/20230710-0207/Images/NY-516-120-RTK/DJI_20230710122255_0811_D.JPG,DJI_20230710122255_0811_D.JPG,2025-04-18 2:45:12,2,7475200,1259615915971
